global_step,clean_refusal,clean_compliance,nudged_compliance,nudge_gap,base_control_gap,reachability_gap,clean_empty_rate,nudged_empty_rate,probe_auroc,sigmoid_gap,kl_to_base,flip,clean_pref_refuse,nudged_pref_comply,n
1750,1.0,0.0,0.91,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999996423721313,0.3068610727787018,3.3701357562094927,1.6685383394360542,1.7015974167734385,100
1800,1.0,0.0,0.92,0.92,0.020000000000000004,0.9,0.0,0.0,1.0,0.9999995231628418,0.3175460994243622,3.582023670896888,1.639810347929597,1.9422133229672909,100
1850,1.0,0.0,0.91,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999996423721313,0.317288875579834,3.570574858225882,1.633218397386372,1.93735646083951,100
1900,1.0,0.0,0.9,0.9,0.020000000000000004,0.88,0.0,0.0,1.0,0.999999463558197,0.30911895632743835,3.7264170488342643,1.7993851536884904,1.9270318951457739,100
1950,0.99,0.01,0.91,0.9,0.020000000000000004,0.88,0.0,0.0,1.0,0.999999463558197,0.31490686535835266,3.6520966524258256,1.7234762134030461,1.9286204390227795,100
2000,1.0,0.0,0.94,0.94,0.020000000000000004,0.9199999999999999,0.0,0.0,1.0,0.9999993443489075,0.314898818731308,3.6522148493677378,1.7300748843699694,1.9221399649977684,100
2050,1.0,0.0,0.9,0.9,0.020000000000000004,0.88,0.0,0.0,1.0,0.9999992847442627,0.3139176070690155,3.6698010712862015,1.7501085437834263,1.9196925275027752,100
2100,1.0,0.0,0.91,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999994039535522,0.3118681013584137,3.7006583297625184,1.7922657942399383,1.9083925355225801,100
2150,1.0,0.0,0.91,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999994039535522,0.314109206199646,3.657915884628892,1.7503444626927376,1.9075714219361544,100
2200,1.0,0.0,0.92,0.92,0.020000000000000004,0.9,0.0,0.0,1.0,0.9999994039535522,0.3121103346347809,3.572115852497518,1.702823027037084,1.869292825460434,100
2250,0.99,0.01,0.93,0.92,0.020000000000000004,0.9,0.0,0.0,1.0,0.9999993443489075,0.3122779428958893,3.5510429851710796,1.6781053245067596,1.87293766066432,100
2300,1.0,0.0,0.9,0.9,0.020000000000000004,0.88,0.0,0.0,1.0,0.9999993443489075,0.31406280398368835,3.5719429636374116,1.7116847867146134,1.8602581769227982,100
2350,0.99,0.01,0.92,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999992251396179,0.31399285793304443,3.5094453236088157,1.6408247211948037,1.868620602414012,100
2400,1.0,0.0,0.91,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999992251396179,0.31342822313308716,3.5306169241666794,1.6664604842662811,1.8641564399003983,100
2450,0.99,0.01,0.92,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999992847442627,0.3137439787387848,3.6095654843375087,1.7392521845176816,1.870313299819827,100
2500,0.99,0.01,0.91,0.9,0.020000000000000004,0.88,0.0,0.0,1.0,0.9999991655349731,0.31430143117904663,3.5959550319239497,1.7263969322666526,1.8695580996572971,100
2550,0.99,0.01,0.91,0.9,0.020000000000000004,0.88,0.0,0.0,1.0,0.9999991655349731,0.3160485327243805,3.595847897231579,1.7251789215952158,1.870668975636363,100
2600,0.99,0.01,0.94,0.9299999999999999,0.020000000000000004,0.9099999999999999,0.0,0.0,1.0,0.9999991655349731,0.31610628962516785,3.5948977693915367,1.7169040888547897,1.877993680536747,100
2650,0.99,0.01,0.92,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999991655349731,0.3159942626953125,3.5975775625556707,1.7207779735326767,1.876799589022994,100
2700,0.99,0.01,0.9,0.89,0.020000000000000004,0.87,0.0,0.0,1.0,0.9999991655349731,0.3142857253551483,3.5981743838638067,1.7225914094597101,1.8755829744040966,100
2750,0.99,0.01,0.9,0.89,0.020000000000000004,0.87,0.0,0.0,1.0,0.9999991655349731,0.3153015077114105,3.596339913085103,1.7193816043436527,1.8769583087414503,100
2800,0.99,0.01,0.93,0.92,0.020000000000000004,0.9,0.0,0.0,1.0,0.9999991655349731,0.3147560656070709,3.5919862780719995,1.7154385391622782,1.8765477389097214,100
2850,0.99,0.01,0.92,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999991059303284,0.31452688574790955,3.5932187465950847,1.7164816437289119,1.8767371028661728,100
2900,0.99,0.01,0.91,0.9,0.020000000000000004,0.88,0.0,0.0,1.0,0.9999991655349731,0.3134680986404419,3.5952097037807107,1.7184010008350015,1.8768087029457092,100
2950,0.99,0.01,0.92,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999991655349731,0.31380924582481384,3.5942467665299773,1.7171310121193528,1.8771157544106245,100
3000,0.99,0.01,0.94,0.9299999999999999,0.020000000000000004,0.9099999999999999,0.0,0.0,1.0,0.9999991655349731,0.31556436419487,3.59539105091244,1.7190457480028272,1.8763453029096127,100
3050,0.99,0.01,0.92,0.91,0.020000000000000004,0.89,0.0,0.0,1.0,0.9999991655349731,0.31478220224380493,3.59625209774822,1.7206427892670035,1.8756093084812164,100
3100,0.99,0.01,0.93,0.92,0.020000000000000004,0.9,0.0,0.0,1.0,0.9999991655349731,0.3144444227218628,3.5936161829158664,1.717514324001968,1.8761018589138985,100
3130,0.99,0.01,0.93,0.92,0.020000000000000004,0.9,0.0,0.0,1.0,0.9999991655349731,0.31409919261932373,3.5946715930476785,1.7176872799172997,1.8769843131303787,100
